Year,NPC,Offence,Number (Case),Neighbourhood,Postal,Number
2013,Tanglin Police Division - Kampong Java NPC,Housebreaking,13, Kampong Java ,228892,13
2013,Tanglin Police Division - Kampong Java NPC,Snatch Theft,2, Kampong Java ,228892,2
2013,Tanglin Police Division - Kampong Java NPC,Theft Of Motor Vehicle,4, Kampong Java ,228892,4
2013,Tanglin Police Division - Kampong Java NPC,Outrage Of Modesty,29, Kampong Java ,228892,29
2013,Tanglin Police Division - Orchard NPC,Robbery,7, Orchard ,239572,7
2013,Tanglin Police Division - Orchard NPC,Housebreaking,13, Orchard ,239572,13
2013,Tanglin Police Division - Orchard NPC,Snatch Theft,7, Orchard ,239572,7
2013,Tanglin Police Division - Orchard NPC,Theft Of Motor Vehicle,6, Orchard ,239572,6
2013,Tanglin Police Division - Orchard NPC,Outrage Of Modesty,102, Orchard ,239572,102
2013,Tanglin Police Division - Toa Payoh NPC,Robbery,2, Toa Payoh ,319194,2
2013,Tanglin Police Division - Toa Payoh NPC,Housebreaking,30, Toa Payoh ,319194,30
2013,Tanglin Police Division - Toa Payoh NPC,Snatch Theft,2, Toa Payoh ,319194,2
2013,Tanglin Police Division - Toa Payoh NPC,Theft Of Motor Vehicle,16, Toa Payoh ,319194,16
2013,Tanglin Police Division - Toa Payoh NPC,Outrage Of Modesty,27, Toa Payoh ,319194,27
2013,Ang Mo Kio Police Division - Total,Robbery,40,[Total]Ang Mo Kio Police Division - Total,-,40
2013,Ang Mo Kio Police Division - Total,Housebreaking,47,[Total]Ang Mo Kio Police Division - Total,-,47
2013,Ang Mo Kio Police Division - Total,Snatch Theft,26,[Total]Ang Mo Kio Police Division - Total,-,26
2013,Ang Mo Kio Police Division - Total,Theft Of Motor Vehicle,77,[Total]Ang Mo Kio Police Division - Total,-,77
2013,Ang Mo Kio Police Division - Total,Outrage Of Modesty,213,[Total]Ang Mo Kio Police Division - Total,-,213
2013,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Robbery,4, Ang Mo Kio North ,569784,4
2013,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Housebreaking,8, Ang Mo Kio North ,569784,8
2013,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Snatch Theft,5, Ang Mo Kio North ,569784,5
2013,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Theft Of Motor Vehicle,5, Ang Mo Kio North ,569784,5
2013,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Outrage Of Modesty,20, Ang Mo Kio North ,569784,20
2013,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Robbery,5, Ang Mo Kio South ,569929,5
2013,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Housebreaking,0, Ang Mo Kio South ,569929,0
2013,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Snatch Theft,5, Ang Mo Kio South ,569929,5
2013,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Theft Of Motor Vehicle,5, Ang Mo Kio South ,569929,5
2013,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Outrage Of Modesty,20, Ang Mo Kio South ,569929,20
2013,Ang Mo Kio Police Division - Hougang NPC,Robbery,10, Hougang ,538775,10
2013,Ang Mo Kio Police Division - Hougang NPC,Housebreaking,15, Hougang ,538775,15
2013,Ang Mo Kio Police Division - Hougang NPC,Snatch Theft,5, Hougang ,538775,5
2013,Ang Mo Kio Police Division - Hougang NPC,Theft Of Motor Vehicle,17, Hougang ,538775,17
2013,Ang Mo Kio Police Division - Hougang NPC,Outrage Of Modesty,37, Hougang ,538775,37
2013,Ang Mo Kio Police Division - Punggol NPC,Robbery,2, Punggol ,828837,2
2013,Ang Mo Kio Police Division - Punggol NPC,Housebreaking,1, Punggol ,828837,1
2013,Ang Mo Kio Police Division - Punggol NPC,Snatch Theft,0, Punggol ,828837,0
2013,Ang Mo Kio Police Division - Punggol NPC,Theft Of Motor Vehicle,5, Punggol ,828837,5
2013,Ang Mo Kio Police Division - Punggol NPC,Outrage Of Modesty,12, Punggol ,828837,12
2013,Ang Mo Kio Police Division - Sembawang NPC,Robbery,3, Sembawang ,757633,3
2013,Ang Mo Kio Police Division - Sembawang NPC,Housebreaking,2, Sembawang ,757633,2
2013,Ang Mo Kio Police Division - Sembawang NPC,Snatch Theft,1, Sembawang ,757633,1
2013,Ang Mo Kio Police Division - Sembawang NPC,Theft Of Motor Vehicle,12, Sembawang ,757633,12
2013,Ang Mo Kio Police Division - Sembawang NPC,Outrage Of Modesty,13, Sembawang ,757633,13
2013,Ang Mo Kio Police Division - Sengkang NPC,Robbery,6, Sengkang ,545025,6
2013,Ang Mo Kio Police Division - Sengkang NPC,Housebreaking,3, Sengkang ,545025,3
2013,Ang Mo Kio Police Division - Sengkang NPC,Snatch Theft,2, Sengkang ,545025,2
2013,Ang Mo Kio Police Division - Sengkang NPC,Theft Of Motor Vehicle,12, Sengkang ,545025,12
2013,Ang Mo Kio Police Division - Sengkang NPC,Outrage Of Modesty,31, Sengkang ,545025,31
2013,Ang Mo Kio Police Division - Serangoon NPC,Robbery,4, Serangoon ,556129,4
2013,Ang Mo Kio Police Division - Serangoon NPC,Housebreaking,8, Serangoon ,556129,8
2013,Ang Mo Kio Police Division - Serangoon NPC,Snatch Theft,0, Serangoon ,556129,0
2013,Ang Mo Kio Police Division - Serangoon NPC,Theft Of Motor Vehicle,3, Serangoon ,556129,3
2013,Ang Mo Kio Police Division - Serangoon NPC,Outrage Of Modesty,20, Serangoon ,556129,20
2013,Ang Mo Kio Police Division - Yishun North NPC,Robbery,3, Yishun North ,768827,3
2013,Ang Mo Kio Police Division - Yishun North NPC,Housebreaking,7, Yishun North ,768827,7
2013,Ang Mo Kio Police Division - Yishun North NPC,Snatch Theft,7, Yishun North ,768827,7
2013,Ang Mo Kio Police Division - Yishun North NPC,Theft Of Motor Vehicle,14, Yishun North ,768827,14
2013,Ang Mo Kio Police Division - Yishun North NPC,Outrage Of Modesty,43, Yishun North ,768827,43
2013,Ang Mo Kio Police Division - Yishun South NPC,Robbery,3, Yishun South ,768456,3
2013,Ang Mo Kio Police Division - Yishun South NPC,Housebreaking,3, Yishun South ,768456,3
2013,Ang Mo Kio Police Division - Yishun South NPC,Snatch Theft,1, Yishun South ,768456,1
2013,Ang Mo Kio Police Division - Yishun South NPC,Theft Of Motor Vehicle,4, Yishun South ,768456,4
2013,Ang Mo Kio Police Division - Yishun South NPC,Outrage Of Modesty,17, Yishun South ,768456,17
2013,Bedok Police Division - Total,Robbery,70,[Total]Bedok Police Division - Total,-,70
2013,Bedok Police Division - Total,Housebreaking,140,[Total]Bedok Police Division - Total,-,140
2013,Bedok Police Division - Total,Snatch Theft,95,[Total]Bedok Police Division - Total,-,95
2013,Bedok Police Division - Total,Theft Of Motor Vehicle,123,[Total]Bedok Police Division - Total,-,123
2013,Bedok Police Division - Total,Outrage Of Modesty,267,[Total]Bedok Police Division - Total,-,267
2013,Bedok Police Division - Bedok North NPC,Robbery,6, Bedok North ,469676,6
2013,Bedok Police Division - Bedok North NPC,Housebreaking,15, Bedok North ,469676,15
2013,Bedok Police Division - Bedok North NPC,Snatch Theft,15, Bedok North ,469676,15
2013,Bedok Police Division - Bedok North NPC,Theft Of Motor Vehicle,37, Bedok North ,469676,37
2013,Bedok Police Division - Bedok North NPC,Outrage Of Modesty,35, Bedok North ,469676,35
2013,Bedok Police Division - Bedok South NPC,Robbery,3, Bedok South ,469045,3
2013,Bedok Police Division - Bedok South NPC,Housebreaking,18, Bedok South ,469045,18
2013,Bedok Police Division - Bedok South NPC,Snatch Theft,8, Bedok South ,469045,8
2013,Bedok Police Division - Bedok South NPC,Theft Of Motor Vehicle,6, Bedok South ,469045,6
2013,Bedok Police Division - Bedok South NPC,Outrage Of Modesty,30, Bedok South ,469045,30
2013,Bedok Police Division - Changi NPC,Robbery,4, Changi ,529914,4
2013,Bedok Police Division - Changi NPC,Housebreaking,14, Changi ,529914,14
2013,Bedok Police Division - Changi NPC,Snatch Theft,9, Changi ,529914,9
2013,Bedok Police Division - Changi NPC,Theft Of Motor Vehicle,10, Changi ,529914,10
2013,Bedok Police Division - Changi NPC,Outrage Of Modesty,31, Changi ,529914,31
2013,Bedok Police Division - Geylang NPC,Robbery,47, Geylang ,401094,47
2013,Bedok Police Division - Geylang NPC,Housebreaking,60, Geylang ,401094,60
2013,Bedok Police Division - Geylang NPC,Snatch Theft,40, Geylang ,401094,40
2013,Bedok Police Division - Geylang NPC,Theft Of Motor Vehicle,33, Geylang ,401094,33
2013,Bedok Police Division - Geylang NPC,Outrage Of Modesty,54, Geylang ,401094,54
2013,Bedok Police Division - Marine Parade NPC,Robbery,2, Marine Parade ,449296,2
2013,Bedok Police Division - Marine Parade NPC,Housebreaking,20, Marine Parade ,449296,20
2013,Bedok Police Division - Marine Parade NPC,Snatch Theft,6, Marine Parade ,449296,6
2013,Bedok Police Division - Marine Parade NPC,Theft Of Motor Vehicle,6, Marine Parade ,449296,6
2013,Bedok Police Division - Marine Parade NPC,Outrage Of Modesty,28, Marine Parade ,449296,28
2013,Bedok Police Division - Pasir Ris NPC,Robbery,2, Pasir Ris ,519457,2
2013,Bedok Police Division - Pasir Ris NPC,Housebreaking,2, Pasir Ris ,519457,2
2013,Bedok Police Division - Pasir Ris NPC,Snatch Theft,4, Pasir Ris ,519457,4
2013,Bedok Police Division - Pasir Ris NPC,Theft Of Motor Vehicle,12, Pasir Ris ,519457,12
2013,Bedok Police Division - Pasir Ris NPC,Outrage Of Modesty,39, Pasir Ris ,519457,39
2013,Bedok Police Division - Tampines NPC,Robbery,6, Tampines ,529682,6
2013,Bedok Police Division - Tampines NPC,Housebreaking,11, Tampines ,529682,11
2013,Bedok Police Division - Tampines NPC,Snatch Theft,13, Tampines ,529682,13
2013,Bedok Police Division - Tampines NPC,Theft Of Motor Vehicle,19, Tampines ,529682,19
2013,Bedok Police Division - Tampines NPC,Outrage Of Modesty,50, Tampines ,529682,50
2013,Jurong Police Division - Total,Robbery,50,[Total]Jurong Police Division - Total,-,50
2013,Jurong Police Division - Total,Housebreaking,123,[Total]Jurong Police Division - Total,-,123
2013,Jurong Police Division - Total,Snatch Theft,46,[Total]Jurong Police Division - Total,-,46
2013,Jurong Police Division - Total,Theft Of Motor Vehicle,101,[Total]Jurong Police Division - Total,-,101
2013,Jurong Police Division - Total,Outrage Of Modesty,294,[Total]Jurong Police Division - Total,-,294
2013,Jurong Police Division - Bukit Batok NPC,Robbery,5, Bukit Batok ,659840,5
2013,Jurong Police Division - Bukit Batok NPC,Housebreaking,15, Bukit Batok ,659840,15
2013,Jurong Police Division - Bukit Batok NPC,Snatch Theft,8, Bukit Batok ,659840,8
2013,Jurong Police Division - Bukit Batok NPC,Theft Of Motor Vehicle,9, Bukit Batok ,659840,9
2013,Jurong Police Division - Bukit Batok NPC,Outrage Of Modesty,37, Bukit Batok ,659840,37
2013,Jurong Police Division - Bukit Panjang NPC,Robbery,3, Bukit Panjang ,679005,3
2013,Jurong Police Division - Bukit Panjang NPC,Housebreaking,7, Bukit Panjang ,679005,7
2013,Jurong Police Division - Bukit Panjang NPC,Snatch Theft,3, Bukit Panjang ,679005,3
2013,Jurong Police Division - Bukit Panjang NPC,Theft Of Motor Vehicle,3, Bukit Panjang ,679005,3
2013,Jurong Police Division - Bukit Panjang NPC,Outrage Of Modesty,33, Bukit Panjang ,679005,33
2013,Jurong Police Division - Choa Chu Kang NPC,Robbery,10, Choa Chu Kang ,689286,10
2013,Jurong Police Division - Choa Chu Kang NPC,Housebreaking,13, Choa Chu Kang ,689286,13
2013,Jurong Police Division - Choa Chu Kang NPC,Snatch Theft,8, Choa Chu Kang ,689286,8
2013,Jurong Police Division - Choa Chu Kang NPC,Theft Of Motor Vehicle,18, Choa Chu Kang ,689286,18
2013,Jurong Police Division - Choa Chu Kang NPC,Outrage Of Modesty,46, Choa Chu Kang ,689286,46
2013,Jurong Police Division - Jurong West NPC,Robbery,5, Jurong West ,649818,5
2013,Jurong Police Division - Jurong West NPC,Housebreaking,24, Jurong West ,649818,24
2013,Jurong Police Division - Jurong West NPC,Snatch Theft,6, Jurong West ,649818,6
2013,Jurong Police Division - Jurong West NPC,Theft Of Motor Vehicle,13, Jurong West ,649818,13
2013,Jurong Police Division - Jurong West NPC,Outrage Of Modesty,49, Jurong West ,649818,49
2013,Jurong Police Division - Nanyang NPC,Robbery,11, Nanyang ,649482,11
2013,Jurong Police Division - Nanyang NPC,Housebreaking,32, Nanyang ,649482,32
2013,Jurong Police Division - Nanyang NPC,Snatch Theft,9, Nanyang ,649482,9
2013,Jurong Police Division - Nanyang NPC,Theft Of Motor Vehicle,26, Nanyang ,649482,26
2013,Jurong Police Division - Nanyang NPC,Outrage Of Modesty,41, Nanyang ,649482,41
2013,Jurong Police Division - Woodlands NPC,Robbery,na, Woodlands ,738070,0
2013,Jurong Police Division - Woodlands NPC,Housebreaking,na, Woodlands ,738070,0
2013,Jurong Police Division - Woodlands NPC,Snatch Theft,na, Woodlands ,738070,0
2013,Jurong Police Division - Woodlands NPC,Theft Of Motor Vehicle,na, Woodlands ,738070,0
2013,Jurong Police Division - Woodlands NPC,Outrage Of Modesty,na, Woodlands ,738070,0
2013,Jurong Police Division - Woodlands East NPC,Robbery,5, Woodlands East ,738070,5
2013,Jurong Police Division - Woodlands East NPC,Housebreaking,22, Woodlands East ,738070,22
2013,Jurong Police Division - Woodlands East NPC,Snatch Theft,7, Woodlands East ,738070,7
2013,Jurong Police Division - Woodlands East NPC,Theft Of Motor Vehicle,15, Woodlands East ,738070,15
2013,Jurong Police Division - Woodlands East NPC,Outrage Of Modesty,44, Woodlands East ,738070,44
2013,Jurong Police Division - Woodlands West NPC,Robbery,11, Woodlands West ,738070,11
2013,Jurong Police Division - Woodlands West NPC,Housebreaking,10, Woodlands West ,738070,10
2013,Jurong Police Division - Woodlands West NPC,Snatch Theft,5, Woodlands West ,738070,5
2013,Jurong Police Division - Woodlands West NPC,Theft Of Motor Vehicle,17, Woodlands West ,738070,17
2013,Jurong Police Division - Woodlands West NPC,Outrage Of Modesty,44, Woodlands West ,738070,44
2013,Woodlands Police Division - Total,Robbery,-,[Total]Woodlands Police Division - Total,-,0
2013,Woodlands Police Division - Total,Housebreaking,-,[Total]Woodlands Police Division - Total,-,0
2013,Woodlands Police Division - Total,Snatch Theft,-,[Total]Woodlands Police Division - Total,-,0
2013,Woodlands Police Division - Total,Theft Of Motor Vehicle,-,[Total]Woodlands Police Division - Total,-,0
2013,Woodlands Police Division - Total,Outrage Of Modesty,-,[Total]Woodlands Police Division - Total,-,0
2013,Woodlands Police Division - Woodlands East NPC,Robbery,-, Woodlands East ,738070,0
2013,Woodlands Police Division - Woodlands East NPC,Housebreaking,-, Woodlands East ,738070,0
2013,Woodlands Police Division - Woodlands East NPC,Snatch Theft,-, Woodlands East ,738070,0
2013,Woodlands Police Division - Woodlands East NPC,Theft Of Motor Vehicle,-, Woodlands East ,738070,0
2013,Woodlands Police Division - Woodlands East NPC,Outrage Of Modesty,-, Woodlands East ,738070,0
2013,Woodlands Police Division - Woodlands West NPC,Robbery,-, Woodlands West ,738070,0
2013,Woodlands Police Division - Woodlands West NPC,Housebreaking,-, Woodlands West ,738070,0
2013,Woodlands Police Division - Woodlands West NPC,Snatch Theft,-, Woodlands West ,738070,0
2013,Woodlands Police Division - Woodlands West NPC,Theft Of Motor Vehicle,-, Woodlands West ,738070,0
2013,Woodlands Police Division - Woodlands West NPC,Outrage Of Modesty,-, Woodlands West ,738070,0
2013,Woodlands Police Division - Yishun North NPC,Robbery,-, Yishun North ,768827,0
2013,Woodlands Police Division - Yishun North NPC,Housebreaking,-, Yishun North ,768827,0
2013,Woodlands Police Division - Yishun North NPC,Snatch Theft,-, Yishun North ,768827,0
2013,Woodlands Police Division - Yishun North NPC,Theft Of Motor Vehicle,-, Yishun North ,768827,0
2013,Woodlands Police Division - Yishun North NPC,Outrage Of Modesty,-, Yishun North ,768827,0
2013,Woodlands Police Division - Yishun South NPC,Robbery,-, Yishun South ,768456,0
2013,Woodlands Police Division - Yishun South NPC,Housebreaking,-, Yishun South ,768456,0
2013,Woodlands Police Division - Yishun South NPC,Snatch Theft,-, Yishun South ,768456,0
2013,Woodlands Police Division - Yishun South NPC,Theft Of Motor Vehicle,-, Yishun South ,768456,0
2013,Woodlands Police Division - Yishun South NPC,Outrage Of Modesty,-, Yishun South ,768456,0
2013,Woodlands Police Division - Sembawang NPC,Robbery,-, Sembawang ,757633,0
2013,Woodlands Police Division - Sembawang NPC,Housebreaking,-, Sembawang ,757633,0
2013,Woodlands Police Division - Sembawang NPC,Snatch Theft,-, Sembawang ,757633,0
2013,Woodlands Police Division - Sembawang NPC,Theft Of Motor Vehicle,-, Sembawang ,757633,0
2013,Woodlands Police Division - Sembawang NPC,Outrage Of Modesty,-, Sembawang ,757633,0
2014,Central Police Division - Total,Robbery,26,[Total]Central Police Division - Total,-,26
2014,Central Police Division - Total,Housebreaking,40,[Total]Central Police Division - Total,-,40
2014,Central Police Division - Total,Snatch Theft,24,[Total]Central Police Division - Total,-,24
2014,Central Police Division - Total,Theft Of Motor Vehicle,33,[Total]Central Police Division - Total,-,33
2014,Central Police Division - Total,Outrage Of Modesty,219,[Total]Central Police Division - Total,-,219
2014,Central Police Division - Bukit Merah East NPC,Robbery,7, Bukit Merah East ,088762,7
2014,Central Police Division - Bukit Merah East NPC,Housebreaking,17, Bukit Merah East ,088762,17
2014,Central Police Division - Bukit Merah East NPC,Snatch Theft,10, Bukit Merah East ,088762,10
2014,Central Police Division - Bukit Merah East NPC,Theft Of Motor Vehicle,12, Bukit Merah East ,088762,12
2014,Central Police Division - Bukit Merah East NPC,Outrage Of Modesty,57, Bukit Merah East ,088762,57
2014,Central Police Division - Marina Bay NPC,Robbery,2, Marina Bay ,078870,2
2014,Central Police Division - Marina Bay NPC,Housebreaking,10, Marina Bay ,078870,10
2014,Central Police Division - Marina Bay NPC,Snatch Theft,5, Marina Bay ,078870,5
2014,Central Police Division - Marina Bay NPC,Theft Of Motor Vehicle,1, Marina Bay ,078870,1
2014,Central Police Division - Marina Bay NPC,Outrage Of Modesty,95, Marina Bay ,078870,95
2014,Central Police Division - Rochor NPC,Robbery,17, Rochor ,208678,17
2014,Central Police Division - Rochor NPC,Housebreaking,13, Rochor ,208678,13
2014,Central Police Division - Rochor NPC,Snatch Theft,9, Rochor ,208678,9
2014,Central Police Division - Rochor NPC,Theft Of Motor Vehicle,20, Rochor ,208678,20
2014,Central Police Division - Rochor NPC,Outrage Of Modesty,67, Rochor ,208678,67
2014,Clementi Police Division - Total,Robbery,25,[Total]Clementi Police Division - Total,-,25
2014,Clementi Police Division - Total,Housebreaking,49,[Total]Clementi Police Division - Total,-,49
2014,Clementi Police Division - Total,Snatch Theft,17,[Total]Clementi Police Division - Total,-,17
2014,Clementi Police Division - Total,Theft Of Motor Vehicle,19,[Total]Clementi Police Division - Total,-,19
2014,Clementi Police Division - Total,Outrage Of Modesty,152,[Total]Clementi Police Division - Total,-,152
2014,Clementi Police Division - Bukit Merah West NPC,Robbery,12, Bukit Merah West ,159682,12
2014,Clementi Police Division - Bukit Merah West NPC,Housebreaking,8, Bukit Merah West ,159682,8
2014,Clementi Police Division - Bukit Merah West NPC,Snatch Theft,4, Bukit Merah West ,159682,4
2014,Clementi Police Division - Bukit Merah West NPC,Theft Of Motor Vehicle,9, Bukit Merah West ,159682,9
2014,Clementi Police Division - Bukit Merah West NPC,Outrage Of Modesty,33, Bukit Merah West ,159682,33
2014,Clementi Police Division - Clementi NPC,Robbery,3, Clementi ,149725,3
2014,Clementi Police Division - Clementi NPC,Housebreaking,20, Clementi ,149725,20
2014,Clementi Police Division - Clementi NPC,Snatch Theft,7, Clementi ,149725,7
2014,Clementi Police Division - Clementi NPC,Theft Of Motor Vehicle,4, Clementi ,149725,4
2014,Clementi Police Division - Clementi NPC,Outrage Of Modesty,37, Clementi ,149725,37
2014,Clementi Police Division - Jurong East NPC,Robbery,9, Jurong East ,609962,9
2014,Clementi Police Division - Jurong East NPC,Housebreaking,7, Jurong East ,609962,7
2014,Clementi Police Division - Jurong East NPC,Snatch Theft,4, Jurong East ,609962,4
2014,Clementi Police Division - Jurong East NPC,Theft Of Motor Vehicle,2, Jurong East ,609962,2
2014,Clementi Police Division - Jurong East NPC,Outrage Of Modesty,46, Jurong East ,609962,46
2014,Clementi Police Division - Queenstown NPC,Robbery,1, Queenstown ,149725,1
2014,Clementi Police Division - Queenstown NPC,Housebreaking,14, Queenstown ,149725,14
2014,Clementi Police Division - Queenstown NPC,Snatch Theft,2, Queenstown ,149725,2
2014,Clementi Police Division - Queenstown NPC,Theft Of Motor Vehicle,4, Queenstown ,149725,4
2014,Clementi Police Division - Queenstown NPC,Outrage Of Modesty,36, Queenstown ,149725,36
2014,Tanglin Police Division - Total,Robbery,30,[Total]Tanglin Police Division - Total,-,30
2014,Tanglin Police Division - Total,Housebreaking,47,[Total]Tanglin Police Division - Total,-,47
2014,Tanglin Police Division - Total,Snatch Theft,16,[Total]Tanglin Police Division - Total,-,16
2014,Tanglin Police Division - Total,Theft Of Motor Vehicle,28,[Total]Tanglin Police Division - Total,-,28
2014,Tanglin Police Division - Total,Outrage Of Modesty,203,[Total]Tanglin Police Division - Total,-,203
2014,Tanglin Police Division - Bishan NPC,Robbery,3, Bishan ,579757,3
2014,Tanglin Police Division - Bishan NPC,Housebreaking,9, Bishan ,579757,9
2014,Tanglin Police Division - Bishan NPC,Snatch Theft,2, Bishan ,579757,2
2014,Tanglin Police Division - Bishan NPC,Theft Of Motor Vehicle,5, Bishan ,579757,5
2014,Tanglin Police Division - Bishan NPC,Outrage Of Modesty,16, Bishan ,579757,16
2014,Tanglin Police Division - Bukit Timah NPC,Robbery,4, Bukit Timah ,268914,4
2014,Tanglin Police Division - Bukit Timah NPC,Housebreaking,8, Bukit Timah ,268914,8
2014,Tanglin Police Division - Bukit Timah NPC,Snatch Theft,4, Bukit Timah ,268914,4
2014,Tanglin Police Division - Bukit Timah NPC,Theft Of Motor Vehicle,3, Bukit Timah ,268914,3
2014,Tanglin Police Division - Bukit Timah NPC,Outrage Of Modesty,21, Bukit Timah ,268914,21
2014,Tanglin Police Division - Kampong Java NPC,Robbery,6, Kampong Java ,228892,6
2014,Tanglin Police Division - Kampong Java NPC,Housebreaking,10, Kampong Java ,228892,10
2014,Tanglin Police Division - Kampong Java NPC,Snatch Theft,6, Kampong Java ,228892,6
2014,Tanglin Police Division - Kampong Java NPC,Theft Of Motor Vehicle,5, Kampong Java ,228892,5
2014,Tanglin Police Division - Kampong Java NPC,Outrage Of Modesty,24, Kampong Java ,228892,24
2014,Tanglin Police Division - Orchard NPC,Robbery,8, Orchard ,239572,8
2014,Tanglin Police Division - Orchard NPC,Housebreaking,11, Orchard ,239572,11
2014,Tanglin Police Division - Orchard NPC,Snatch Theft,4, Orchard ,239572,4
2014,Tanglin Police Division - Orchard NPC,Theft Of Motor Vehicle,7, Orchard ,239572,7
2014,Tanglin Police Division - Orchard NPC,Outrage Of Modesty,108, Orchard ,239572,108
2014,Tanglin Police Division - Toa Payoh NPC,Robbery,9, Toa Payoh ,319194,9
2014,Tanglin Police Division - Toa Payoh NPC,Housebreaking,9, Toa Payoh ,319194,9
2014,Tanglin Police Division - Toa Payoh NPC,Snatch Theft,0, Toa Payoh ,319194,0
2014,Tanglin Police Division - Toa Payoh NPC,Theft Of Motor Vehicle,8, Toa Payoh ,319194,8
2014,Tanglin Police Division - Toa Payoh NPC,Outrage Of Modesty,34, Toa Payoh ,319194,34
2014,Ang Mo Kio Police Division - Total,Robbery,31,[Total]Ang Mo Kio Police Division - Total,-,31
2014,Ang Mo Kio Police Division - Total,Housebreaking,39,[Total]Ang Mo Kio Police Division - Total,-,39
2014,Ang Mo Kio Police Division - Total,Snatch Theft,20,[Total]Ang Mo Kio Police Division - Total,-,20
2014,Ang Mo Kio Police Division - Total,Theft Of Motor Vehicle,43,[Total]Ang Mo Kio Police Division - Total,-,43
2014,Ang Mo Kio Police Division - Total,Outrage Of Modesty,233,[Total]Ang Mo Kio Police Division - Total,-,233
2014,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Robbery,1, Ang Mo Kio North ,569784,1
2014,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Housebreaking,3, Ang Mo Kio North ,569784,3
2014,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Snatch Theft,4, Ang Mo Kio North ,569784,4
2014,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Theft Of Motor Vehicle,4, Ang Mo Kio North ,569784,4
2014,Ang Mo Kio Police Division - Ang Mo Kio North NPC,Outrage Of Modesty,33, Ang Mo Kio North ,569784,33
2014,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Robbery,4, Ang Mo Kio South ,569929,4
2014,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Housebreaking,7, Ang Mo Kio South ,569929,7
2014,Ang Mo Kio Police Division - Ang Mo Kio South NPC,Snatch Theft,3, Ang Mo Kio South ,569929,3
